"","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","sqft_above","sqft_basement","yr_built","yr_renovated","street","city","statezip","country"
"1539",230000,2,1,950,7560,1,0,0,3,950,0,1958,2004,"17018 124th Ave SE","Renton","WA 98058","USA"
"190",860000,4,2,3740,32417,2,0,0,3,3740,0,2000,0,"24507 NE 77th Pl","Redmond","WA 98053","USA"
"3469",339000,2,1,950,7954,1,0,0,4,950,0,1941,1998,"2016 S Pearl St","Seattle","WA 98108","USA"
"3629",250000,3,2,1440,9220,1,0,0,3,1440,0,1965,1993,"25816 13th Pl S","Des Moines","WA 98198","USA"
"1877",583000,6,2.75,2630,16411,1,0,0,4,1650,980,1974,0,"2317-2399 185th Pl NE","Redmond","WA 98052","USA"
"1330",360000,3,1,1570,9467,1,0,0,3,1570,0,1954,2005,"19141 1st Ave NW","Shoreline","WA 98177","USA"
"2129",285000,3,2.25,1680,35127,2,0,0,3,1680,0,1987,2000,"20615 SE 334th St","Auburn","WA 98092","USA"
"3816",453000,3,2,1660,15050,1,0,0,3,1260,400,1983,2009,"13417 110th Pl NE","Kirkland","WA 98034","USA"
"188",218000,3,1.75,1850,7684,1,0,0,3,1320,530,1979,2014,"33945 28th Pl SW","Federal Way","WA 98023","USA"
"3352",435000,2,1,1060,3036,1.5,0,0,4,1060,0,1943,0,"4202 4th Ave NE","Seattle","WA 98105","USA"
"1445",898000,5,1.5,2680,28014,1,0,0,4,1450,1230,1963,0,"2615 109th Pl NE","Bellevue","WA 98004","USA"
"2750",545500,3,2.5,1560,9361,1.5,0,0,4,1360,200,1936,0,"2930 S Edmunds St","Seattle","WA 98108","USA"
"1501",1970000,8,3.5,4440,6480,2,0,3,5,3140,1300,1959,0,"1210 22nd Ave E","Seattle","WA 98112","USA"
"336",266000,3,2.5,1940,8547,1,0,0,3,1460,480,1989,0,"28123 123rd Pl SE","Kent","WA 98030","USA"
"2127",475000,4,2.75,1980,11443,1,0,0,5,1980,0,1952,1998,"19523 53rd Ave NE","Lake Forest Park","WA 98155","USA"
"3992",335950,2,1.5,800,5192,1,0,0,5,800,0,1951,0,"10203 42nd Ave SW","Seattle","WA 98146","USA"
"273",9e+05,5,3.75,4130,226076,2,0,0,3,3170,960,1985,0,"12809-12907 206th Ave NE","Woodinville","WA 98077","USA"
"2553",309212,3,1.75,1150,9600,1,0,0,3,1150,0,1979,2014,"42511 SE 175th Pl","North Bend","WA 98045","USA"
"1115",285000,3,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974,"8723 S 117th St","Seattle","WA 98178","USA"
"2261",608000,4,2.75,2490,9714,1,0,0,4,1400,1090,1983,0,"10500-10598 NE 168th St","Bothell","WA 98011","USA"
"4448",108333.333333,3,1,1200,9936,1,0,0,4,1200,0,1969,0,"23414 SE 269th St","Maple Valley","WA 98038","USA"
"1553",231000,4,2,1530,6375,2,0,0,3,1530,0,1942,1983,"14904 133rd Ave SE","Renton","WA 98058","USA"
"2882",335000,4,2,2030,103672,1,0,0,4,2030,0,1969,0,"27610 SE Mud Mountain Rd","Enumclaw","WA 98022","USA"
"678",966000,5,4.5,3810,8019,2,0,0,3,3810,0,2008,0,"2033 211th Pl SE","Sammamish","WA 98075","USA"
"2006",1415000,4,5.25,4670,43950,2,0,0,3,4670,0,1989,0,"6324 160th Pl SE","Bellevue","WA 98006","USA"
"3742",370000,2,1,860,6050,1,0,0,3,860,0,1952,2008,"3818 53rd Ave SW","Seattle","WA 98116","USA"
"3743",729032,4,2.5,2840,12866,1,0,0,4,1780,1060,1977,0,"3200 130th Ave NE","Bellevue","WA 98005","USA"
"2734",250275,2,1,790,11234,1,0,0,4,790,0,1942,1982,"17941 Riviera Pl SW","Normandy Park","WA 98166","USA"
"3983",445000,2,2,1240,2500,2,0,0,3,1240,0,1985,0,"2847 NW 70th St","Seattle","WA 98117","USA"
"865",487250,4,2,1690,3250,1.5,0,0,3,1550,140,1901,0,"4800-4898 Whitman Ave N","Seattle","WA 98103","USA"
"2538",825000,4,1.5,1890,6938,1.5,0,0,3,1890,0,1919,2001,"1529 45th Ave SW","Seattle","WA 98116","USA"
"2623",242000,3,1.75,1280,7524,1.5,0,0,4,1280,0,1988,0,"11431 SE 229th St","Kent","WA 98031","USA"
"2265",915000,6,3.75,2930,14980,2,0,3,3,2930,0,2013,1923,"6478 167th Ln SE","Bellevue","WA 98006","USA"
"3928",395000,5,1.75,1840,10453,1,0,2,3,1360,480,1948,1994,"2716 SW 170th St","Burien","WA 98166","USA"
"381",835000,4,2,1910,6960,1.5,0,0,5,1910,0,1941,0,"744 N 83rd St","Seattle","WA 98103","USA"
"4313",254000,4,2,1510,4235,1,0,0,3,1510,0,1955,2005,"3015 S Graham St","Seattle","WA 98108","USA"
"1763",435000,3,1.75,2220,132858,1,0,0,3,1110,1110,1988,2000,"13009 230th Ave SE","Issaquah","WA 98027","USA"
"3522",224000,3,1.75,1500,11968,1,0,0,3,1500,0,2014,0,"32428-32598 5th Ave","Black Diamond","WA 98010","USA"
"1592",350000,4,2.5,2040,22653,2,0,0,3,2040,0,2011,0,"2471 S 116th Way","Seattle","WA 98168","USA"
"1857",760000,4,2.5,2730,36183,2,0,0,3,2730,0,1986,0,"11511 159th Ave NE","Redmond","WA 98052","USA"
"4567",558653.846154,3,2.5,1530,3210,1.5,0,0,5,1010,520,1928,1970,"8519 28th Ave NW","Seattle","WA 98117","USA"
"2665",260000,3,1.5,1270,20700,1,0,0,2,1150,120,1948,0,"3029 NE 178th St","Lake Forest Park","WA 98155","USA"
"1953",1075000,5,4.75,5180,17811,2,0,2,3,4070,1110,2001,0,"6766 Cascade Ave SE","Snoqualmie","WA 98065","USA"
"2464",454000,4,2.25,2630,39000,2,0,0,3,2630,0,1979,2014,"14404 SE 216th St","Kent","WA 98042","USA"
"3669",170000,2,1,1200,24792,2,0,0,2,1200,0,1976,0,"3009 W Ames Lake Dr NE","Redmond","WA 98053","USA"
"4169",232500,3,1.5,1940,9887,1,0,0,4,1140,800,1969,0,"450 S 305th St","Federal Way","WA 98003","USA"
"2736",284950,3,1,990,10723,1,0,0,5,990,0,1960,0,"12654 156th Ave SE","Renton","WA 98059","USA"
"755",744000,4,3,1980,5352,2.5,0,0,3,1980,0,1941,2005,"4103 SW Kenyon St","Seattle","WA 98136","USA"
"4198",525000,4,2.75,2910,6308,1,0,0,3,1640,1270,1985,0,"14812 104th Ave NE","Bothell","WA 98011","USA"
"3142",425000,3,2.25,1580,39189,1,0,0,3,1180,400,1992,0,"27514 NE 31st Ct","Redmond","WA 98053","USA"
"1578",510000,3,1.5,2240,3800,2,0,0,3,1370,870,1929,0,"8205 20th Ave NE","Seattle","WA 98115","USA"
"4035",3e+05,4,2.5,2090,5195,2,0,0,3,2090,0,2007,0,"22736 129th Pl SE","Kent","WA 98031","USA"
"238",249000,3,1,1110,8423,1,0,0,3,1110,0,1952,2008,"14613 6th Ave SW","Burien","WA 98166","USA"
"264",6e+05,3,2.5,2460,108900,1,0,0,4,1860,600,1977,0,"25525 SE 133rd St","Issaquah","WA 98027","USA"
"2497",330000,3,2.5,1070,1155,2,0,0,3,720,350,2005,0,"4536 42nd Ave SW","Seattle","WA 98116","USA"
"1790",432000,3,2.5,1970,4036,2,0,0,4,1970,0,2003,0,"35317 SE Ridge St","Snoqualmie","WA 98065","USA"
"1004",350000,4,2.25,2220,6953,2,0,0,4,2220,0,1999,0,"22507 SE 279th St","Maple Valley","WA 98038","USA"
"1816",234000,2,1,940,5375,1,0,0,4,940,0,1952,0,"20214 8th Ave S","Des Moines","WA 98198","USA"
"299",160000,2,1,1040,13100,1,0,0,5,1040,0,1912,0,"733 1st Ave N","Kent","WA 98032","USA"
"1890",250000,4,2,2120,8701,1.5,0,0,4,2120,0,1960,2001,"2006 S 257th St","Des Moines","WA 98198","USA"
"1966",492000,4,3.75,2810,10840,2,0,2,4,2070,740,1994,0,"1410 SW 10th St","North Bend","WA 98045","USA"
"3269",415000,3,2.5,2280,6031,2,0,0,3,2280,0,2011,0,"27927 NE 147th Cir","Duvall","WA 98019","USA"
"4302",880000,6,2.5,2640,3680,2,0,0,5,1760,880,1922,1956,"3008 38th Ave SW","Seattle","WA 98126","USA"
"1722",320000,5,2.5,3020,21441,1,0,0,4,1510,1510,1978,2000,"29234 158th Ave SE","Kent","WA 98042","USA"
"4144",2180000,6,2.75,4710,11000,2,0,3,3,3690,1020,1931,0,"4530 51st Ave NE","Seattle","WA 98105","USA"
"3025",874150,4,3.5,3530,14406,2,0,1,3,2570,960,1987,2000,"7321 NE 120th St","Kirkland","WA 98034","USA"
"1335",375000,3,1.75,1440,8775,1,0,0,3,1440,0,1973,2013,"13607 128th Ave NE","Kirkland","WA 98034","USA"
"4360",439333.333333,3,3.5,3020,4082,2,0,0,3,2080,940,1954,2004,"3401-3599 Arapahoe Pl W","Seattle","WA 98199","USA"
"2935",380000,3,1.5,1520,4288,1,0,0,3,1020,500,1949,1998,"4218 SW Sullivan St","Seattle","WA 98136","USA"
"1",313000,3,1.5,1340,7912,1.5,0,0,3,1340,0,1955,2005,"18810 Densmore Ave N","Shoreline","WA 98133","USA"
"17",419000,3,1.5,1570,6700,1,0,0,4,1570,0,1956,0,"15424 SE 9th St","Bellevue","WA 98007","USA"
"579",1050000,4,3.25,4400,16625,2,0,0,3,4400,0,2003,0,"27747 SE 24th Way","Sammamish","WA 98075","USA"
"2783",568450,5,3.5,3260,58806,2,0,0,4,3260,0,1969,0,"25806 136th Ave SE","Kent","WA 98042","USA"
"2571",418000,4,1.5,1220,10580,1,0,0,3,1220,0,1965,1993,"1212 168th Ave NE","Bellevue","WA 98008","USA"
"1875",603500,4,2.5,4060,9734,1,0,4,3,2150,1910,1977,2004,"19304 65th Ave NE","Kenmore","WA 98028","USA"
"2291",220000,3,1,1050,6300,1,0,0,3,1050,0,1942,1999,"10102 33rd Ave SW","Seattle","WA 98146","USA"
"611",287600,3,2.5,1950,8251,2,0,0,3,1950,0,1990,2009,"4222 S 288th Pl","Auburn","WA 98001","USA"
"3146",560000,4,2.5,2300,7989,2,0,0,3,2300,0,1990,2009,"22912 NE 19th Dr","Sammamish","WA 98074","USA"
"1764",941500,5,3.5,3490,9680,2,0,4,3,2460,1030,1980,0,"20122 Richmond Beach Dr NW","Shoreline","WA 98177","USA"
"729",749400,4,2.5,3240,20301,2,0,0,3,3240,0,1985,0,"17013 NE 133rd St","Redmond","WA 98052","USA"
"2118",579000,2,2,1870,6275,1,0,0,3,1870,0,2003,0,"12524 231st Ave NE","Redmond","WA 98053","USA"
"1406",725000,3,1.5,2500,4774,1.5,0,2,3,1450,1050,1940,1996,"4111 1st Ave NW","Seattle","WA 98107","USA"
"844",341000,3,2.5,1480,1663,2,0,0,3,1180,300,2012,1912,"6510 34th Ave SW","Seattle","WA 98126","USA"
"689",223000,3,1.75,1340,7473,1,0,0,4,1340,0,1973,0,"16 R Pl NE","Auburn","WA 98002","USA"
"4084",410000,4,2.25,2060,7283,1,0,0,3,1220,840,1963,2013,"15568 11th Ave NE","Shoreline","WA 98155","USA"
"1626",315000,3,2,1060,5750,1,0,0,3,1060,0,1981,2013,"5452 31st Ave SW","Seattle","WA 98126","USA"
"149",890000,5,3.5,4490,6000,2,0,0,3,3200,1290,2006,0,"792 Summerhill Ridge Dr NW","Issaquah","WA 98027","USA"
"2101",7e+05,4,3,3150,7778,2,0,0,3,3150,0,2000,0,"24012 SE 13th Pl","Sammamish","WA 98075","USA"
"3044",690000,2,1,970,4560,1,0,0,4,970,0,1907,0,"4017 Corliss Ave N","Seattle","WA 98103","USA"
"1699",455000,2,1,1170,6000,1,0,0,4,970,200,1941,1998,"9552 Phinney Ave N","Seattle","WA 98103","USA"
"2012",275000,3,3,1390,1080,2,0,0,3,1140,250,2006,0,"4022 S Bozeman St","Seattle","WA 98118","USA"
"226",580000,4,3.25,3569,8327,2,0,0,3,3569,0,2013,1923,"710 S 23rd St","Renton","WA 98055","USA"
"1783",420000,3,1.75,1660,9600,1,0,0,3,1380,280,1981,2013,"18223 129th Pl NE","Bothell","WA 98011","USA"
"1933",565000,3,2.75,2390,9966,1,0,0,5,1360,1030,1977,0,"6609 117th Ave SE","Bellevue","WA 98006","USA"
"4388",107500,4,1.5,1590,131551,1,0,3,4,1590,0,1966,0,"23819 SE 384th St","Enumclaw","WA 98022","USA"
"3876",1411600,2,2.5,3180,9400,2,0,4,5,2610,570,1985,0,"4631 Somerset Ave SE","Bellevue","WA 98006","USA"
"1848",485000,3,2.5,2340,59058,1,0,0,3,2340,0,1985,0,"21924 234th Ave SE","Maple Valley","WA 98038","USA"
"110",220000,4,1.5,1240,9600,1,0,0,3,1240,0,1971,0,"4924 SW 314th Pl","Federal Way","WA 98023","USA"
"3108",459950,4,2.5,2000,6107,2,0,0,3,2000,0,2003,0,"8928 NE 176th St","Bothell","WA 98011","USA"
"3264",425000,4,1.5,1600,6180,1.5,0,0,3,1600,0,1946,0,"3856 38th Ave S","Seattle","WA 98118","USA"
"3173",415000,3,1.75,1070,8000,1,0,0,3,1070,0,1977,2004,"10908 156th Ct NE","Redmond","WA 98052","USA"
"616",570000,3,2,1530,5401,1,0,0,4,1530,0,1937,0,"7741 22nd Ave NE","Seattle","WA 98115","USA"
"2978",915000,3,3.25,2660,4000,2,0,0,3,2170,490,2003,0,"3414 E Denny Way","Seattle","WA 98122","USA"
"505",465000,3,1.5,2020,11358,1,0,0,4,1190,830,1956,0,"11618 NE 65th St","Kirkland","WA 98033","USA"
"4560",464600,2,1,840,3400,1,0,2,4,840,0,1924,0,"2423 11th Ave W","Seattle","WA 98119","USA"
"4320",299950,3,2.5,1870,7942,2,0,0,3,1870,0,1990,2009,"4313 S 289th Pl","Auburn","WA 98001","USA"
"25",495000,4,1.75,1600,6380,1,0,0,3,1130,470,1959,1989,"2021 NE 100th St","Seattle","WA 98125","USA"
"1364",830000,4,2.5,1850,50662,1,0,0,3,1430,420,1978,0,"5022 Private Rd","Redmond","WA 98052","USA"
"1812",720000,4,2.5,2870,12648,2,0,0,4,2870,0,1986,0,"24146 SE 45th Pl","Issaquah","WA 98029","USA"
"2136",325000,3,2,1350,11805,1,0,0,3,1350,0,1986,0,"14329 275th Ave NE","Duvall","WA 98019","USA"
"2927",754800,2,2.5,2770,7781,2,0,0,3,2770,0,2006,0,"Sunrise Loop Trail","Redmond","WA 98053","USA"
"1166",657000,4,1.75,2740,8520,1,0,2,3,1370,1370,1954,2005,"5524 S Morgan St","Seattle","WA 98118","USA"
"3470",1340000,4,3.5,3190,5040,2,0,3,3,2160,1030,2003,0,"1120 33rd Ave S","Seattle","WA 98144","USA"
"3531",464900,4,2.25,2020,8424,1,0,0,4,1380,640,1979,0,"14008 81st Ave NE","Kirkland","WA 98034","USA"
"1620",330000,2,2.5,1240,1546,2,0,0,3,1240,0,2007,0,"4346 28th Ave S","Seattle","WA 98108","USA"
"276",705000,4,2.5,2650,4316,1.5,0,0,3,1520,1130,1905,2013,"1902 45th Ave SW","Seattle","WA 98116","USA"
"4411",342246.428571,4,2.5,1980,7403,2,0,0,3,1980,0,1988,2000,"3002 SW 349th Pl","Federal Way","WA 98023","USA"
"3307",285000,3,2,1460,6377,1,0,0,3,1460,0,1995,0,"24108 SE 261st Pl","Maple Valley","WA 98038","USA"
"4415",240015.333333,4,2.25,1720,8300,1,0,0,4,1720,0,1973,0,"31510 41st Ave SW","Federal Way","WA 98023","USA"
"3901",312500,3,1.75,1830,7969,1,0,0,3,930,900,1950,2008,"306 S 15th St","Renton","WA 98055","USA"
"2409",531000,3,2.5,2120,9736,2,0,0,3,2120,0,1988,2000,"15102 91st Pl NE","Bothell","WA 98011","USA"
"478",235000,1,1,810,2451,1,0,0,5,810,0,1941,0,"9413 34th Ave SW","Seattle","WA 98126","USA"
"4397",577437.5,4,2.5,2110,3750,2,0,0,3,2110,0,2000,0,"6737 5th Ave NW","Seattle","WA 98117","USA"
"2789",630000,4,2.5,2807,9430,2,0,0,3,2807,0,1996,0,"8820 NE 160th Pl","Kenmore","WA 98028","USA"
"4069",160000,3,1,1350,8700,1.5,0,0,3,1350,0,1942,1999,"17052 34th Ave S","SeaTac","WA 98188","USA"
"3272",329445,2,1.5,830,1119,2,0,0,3,830,0,2005,0,"2300 14th Ave S","Seattle","WA 98144","USA"
"250",415000,4,3,1830,9548,2,0,0,3,1830,0,1991,0,"15204 88th Ave NE","Bothell","WA 98028","USA"
"1007",250000,4,1.5,2500,6300,1,0,0,4,1500,1000,1961,2001,"24911-24917 38th Ave S","Kent","WA 98032","USA"
"4057",190000,3,1,910,10575,1,0,0,4,910,0,1968,0,"2536 S 365th Pl","Federal Way","WA 98003","USA"
"83",580000,2,1,2540,7000,1,0,0,5,1320,1220,1942,0,"8624 Island Dr S","Seattle","WA 98118","USA"
"2076",611000,6,2.5,3820,53173,1,0,0,4,2040,1780,1974,0,"820 Idylwood Dr SW","Issaquah","WA 98027","USA"
"3562",665000,3,2.5,2610,35000,2,0,0,3,2610,0,1988,2000,"15325 179th Ave NE","Woodinville","WA 98072","USA"
"2431",315000,3,2.5,1880,7000,2,0,0,3,1880,0,1993,0,"11718 SE 203rd St","Kent","WA 98031","USA"
"4174",507000,3,1.75,2140,40098,1,0,0,5,1490,650,1950,0,"17295-17403 SE 192nd Dr","Renton","WA 98058","USA"
"2235",310000,4,1,1740,11075,1.5,0,0,3,1740,0,1965,1993,"2109 N 161st Pl","Shoreline","WA 98133","USA"
"2634",405000,3,1.5,1880,7400,1,0,0,3,1480,400,1968,1997,"5471 NE 200th Pl","Lake Forest Park","WA 98155","USA"
"2000",385000,3,2.25,1710,11500,1,0,0,3,1210,500,1978,0,"19215 58th Ave NE","Kenmore","WA 98028","USA"
"1403",427000,2,1,920,3780,1,0,0,3,920,0,1910,2006,"807 N 42nd St","Seattle","WA 98103","USA"
"1685",350000,3,2.5,2680,7836,2,0,0,3,2680,0,1990,2009,"31456 117th Pl SE","Auburn","WA 98092","USA"
"3700",2065000,4,3.75,4350,7965,2,0,0,3,4350,0,2013,1923,"2000-2098 102nd Ave NE","Bellevue","WA 98004","USA"
"4218",840000,3,2,2783,11177,2,0,0,3,2783,0,1910,1999,"3672 SW Orchard St","Seattle","WA 98126","USA"
"966",1300000,4,3.5,4380,74052,1,0,0,3,4380,0,2001,0,"5830 246th Pl NE","Redmond","WA 98053","USA"
"223",5e+05,3,2.5,1480,1171,3,0,0,3,1480,0,2006,0,"135 25th Ave E","Seattle","WA 98112","USA"
"3797",476000,4,3,2890,6885,1,0,0,3,1590,1300,1945,2013,"6516 43rd Ave NE","Seattle","WA 98115","USA"
"409",490000,2,1,1840,3300,1.5,0,0,4,1130,710,1910,0,"6255 4th Ave NW","Seattle","WA 98107","USA"
"4153",435000,4,2.5,2150,3143,2,0,0,3,2150,0,2010,0,"1356 Elma Pl NE","Renton","WA 98059","USA"
"1038",953007,4,3.5,3120,5086,2,0,0,3,2480,640,2008,0,"6511 37th Ave NE","Seattle","WA 98115","USA"
"3256",218000,3,1.5,1330,7600,1,0,0,4,1330,0,1968,0,"2530 SW 325th Pl","Federal Way","WA 98023","USA"
"222",191000,3,1.5,800,8850,1,0,0,4,800,0,1959,0,"1003 SW 307th St","Federal Way","WA 98023","USA"
"292",540000,7,5.75,3700,7647,2,0,1,3,3700,0,1948,1984,"15007-15299 37th Ave NE","Lake Forest Park","WA 98155","USA"
"510",201000,3,1,1460,9750,1,0,0,4,1460,0,1969,0,"30928 148th Ave SE","Kent","WA 98042","USA"
"1223",325000,3,1,1920,6862,1,0,2,3,1120,800,1952,2008,"4602 S Fletcher St","Seattle","WA 98118","USA"
"2343",762400,3,1.75,2430,14607,1,0,1,3,1230,1200,1949,1970,"4854 E Mercer Way","Mercer Island","WA 98040","USA"
"2301",599000,4,2.5,2790,230868,2,0,0,3,2790,0,1989,0,"18905 240th Ave NE","Woodinville","WA 98077","USA"
"882",390000,4,2.5,2490,8290,2,0,0,3,2490,0,1999,0,"30271 129th Ave SE","Auburn","WA 98092","USA"
"856",488000,2,2,1360,4688,1,0,0,3,780,580,1944,0,"8023 12th Ave NE","Seattle","WA 98115","USA"
"1954",214100,2,2.5,1150,2064,2,0,0,3,1150,0,2004,2003,"27852 31st Pl S","Auburn","WA 98001","USA"
"2105",250000,5,1.5,2520,5753,1.5,0,0,4,1510,1010,1928,0,"2134 Montgomery Ave","Enumclaw","WA 98022","USA"
"1096",344500,4,2.75,1800,5453,1,0,0,3,1050,750,2002,0,"1816 Talbot Rd S","Renton","WA 98055","USA"
"373",543200,6,2.25,2820,15600,1.5,0,2,5,1970,850,1940,0,"15451 22nd Ave SW","Burien","WA 98166","USA"
"807",605000,2,1,910,3600,1,0,0,4,910,0,1909,1989,"1617-1621 3rd Ave W","Seattle","WA 98119","USA"
"1683",789000,3,3,3740,39640,2,0,2,3,3740,0,1991,0,"9900 SW Quartermaster Dr","Vashon","WA 98070","USA"
"2475",305000,3,1.5,1210,5240,1,0,0,4,610,600,1983,0,"5445 17th Ave SW","Seattle","WA 98106","USA"
"1030",395000,3,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0,"7505 Ravenna Ave NE","Seattle","WA 98115","USA"
"1081",1003000,4,2.75,2290,6120,2,0,0,4,2170,120,1926,1993,"124 NE 63rd St","Seattle","WA 98115","USA"
"737",1e+06,5,4.25,3920,16258,2,0,0,3,2900,1020,1990,2009,"2548 111th Ave SE","Bellevue","WA 98004","USA"
"3577",560000,4,2.5,2710,6583,2,0,0,3,2710,0,2003,0,"612 Orcas Ave NE","Renton","WA 98059","USA"
"4395",0,5,3.25,3690,12353,2,0,0,5,3690,0,1977,0,"19055 35th Ave NE","Lake Forest Park","WA 98155","USA"
"1750",223000,3,1,1030,9120,1,0,0,3,1030,0,1961,2004,"26825 33rd Ave S","Kent","WA 98032","USA"
"896",602000,5,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013,"6305 150th Ave NE","Redmond","WA 98052","USA"
"317",615000,2,1,1540,6872,1,0,0,4,820,720,1946,1989,"2814 13th Ave W","Seattle","WA 98119","USA"
"3412",302000,4,1.75,1530,17664,1.5,0,0,3,1530,0,1968,1997,"16411 139th Pl SE","Renton","WA 98058","USA"
"625",505000,4,2.5,2790,5602,2,0,0,3,2790,0,2009,0,"5138 NE 8th St","Renton","WA 98059","USA"
"991",219950,3,1.5,1650,9936,1,0,0,3,1090,560,1967,2011,"425 S 305th St","Federal Way","WA 98003","USA"
"2315",465000,4,1.75,1470,5350,1,0,0,3,980,490,1955,2005,"10424 12th Ave NE","Seattle","WA 98125","USA"
"270",599000,3,1.75,1960,4788,1,0,0,4,1090,870,1920,0,"6253-6299 15th Ave NE","Seattle","WA 98115","USA"
"117",398750,3,2.5,2230,4000,2,0,0,3,2230,0,1954,2005,"2601 21st Ave S","Seattle","WA 98144","USA"
"2044",253500,2,1,810,4800,1,0,0,3,810,0,1948,1994,"8850 34th Ave SW","Seattle","WA 98126","USA"
"3381",454000,3,1,1970,22144,1,0,0,4,1970,0,1970,0,"8527 374th Pl SE","Snoqualmie","WA 98065","USA"
"2272",399950,2,1,710,1157,2,0,0,4,710,0,1943,0,"2358 Fairview Ave E","Seattle","WA 98102","USA"
"3286",505000,3,2.5,1860,8060,2,0,0,4,1860,0,1987,0,"4327 243rd Ave SE","Issaquah","WA 98029","USA"
"3748",563000,4,1,1410,3376,1.5,0,0,5,1410,0,1911,1984,"621 NW 44th St","Seattle","WA 98107","USA"
"2400",850000,4,2.25,2130,11843,2,0,0,4,2130,0,1972,0,"7490 85th Ave SE","Mercer Island","WA 98040","USA"
"1470",438750,3,1.75,1610,6480,1,0,0,4,1610,0,1947,1988,"2003 NE 117th St","Seattle","WA 98125","USA"
"4138",325000,2,1,810,4080,1,0,0,4,810,0,1941,1998,"3620 SW Holden St","Seattle","WA 98126","USA"
"266",475000,2,1,820,2723,1,0,0,3,820,0,1921,2000,"4602 Woodlawn Ave N","Seattle","WA 98103","USA"
"2107",480000,4,1.75,2220,6500,2,0,3,4,2220,0,1964,0,"16905 33rd Ave SW","Burien","WA 98166","USA"
"4403",193000,3,1.5,2200,5000,1.5,0,0,3,2200,0,1932,0,"2356 Rosemont Pl W","Seattle","WA 98199","USA"
"1742",850000,3,1.75,1370,3850,1,0,0,5,770,600,1911,1988,"2015 42nd Ave E","Seattle","WA 98112","USA"
"182",460000,2,2.25,1230,929,2,0,0,3,1020,210,2004,2003,"100 24th Ave E","Seattle","WA 98112","USA"
"1914",742000,3,3.25,1540,704,3,0,0,3,1540,0,2011,0,"1820 E Howell St","Seattle","WA 98122","USA"
"4175",989000,5,4.5,4030,13474,2,0,0,3,4030,0,2000,0,"25758 SE 31st Pl","Sammamish","WA 98075","USA"
"4021",665000,5,2,2800,17788,1,0,0,4,1400,1400,1963,0,"7502 132nd Ave NE","Kirkland","WA 98033","USA"
"1069",230000,5,2,1930,6120,1.5,0,0,3,1930,0,1941,1969,"10645 2nd Ave SW","Seattle","WA 98146","USA"
"2308",1085000,5,2.5,2340,6000,2,0,0,4,2340,0,1922,0,"3107 37th Pl S","Seattle","WA 98144","USA"
"503",751000,4,2.5,3110,6142,2,0,0,3,3110,0,2004,2003,"11461-11577 172nd Ave NE","Redmond","WA 98052","USA"
"2460",205000,3,1,1290,6566,1,0,0,5,1290,0,1976,0,"33601-33799 35th Ave SW","Federal Way","WA 98023","USA"
"2329",2888000,5,6.25,8670,64033,2,0,4,3,6120,2550,1965,2003,"1291 NW Elford Dr","Seattle","WA 98177","USA"
"2028",744000,3,2.5,2670,12187,2,0,0,3,2670,0,1986,0,"6935 142nd Ct NE","Redmond","WA 98052","USA"
"3324",645000,3,2.75,1850,16960,1,0,2,4,1850,0,1953,1983,"633 NW 116th St","Seattle","WA 98177","USA"
"1434",740000,2,1.75,2080,4800,1,0,0,5,1080,1000,1923,0,"333 NW 84th St","Seattle","WA 98117","USA"
"1949",495000,5,3,2440,4750,1,0,0,3,1450,990,2006,0,"5954 24th Ave S","Seattle","WA 98108","USA"
"397",610000,3,3,2480,45302,1,0,0,4,1620,860,1976,1992,"19707 NE 181st St","Woodinville","WA 98077","USA"
"4274",2321000,5,4.75,5780,17004,2,0,0,3,4260,1520,2006,0,"9403 SE 33rd St","Mercer Island","WA 98040","USA"
"854",534640,3,2.5,2130,3500,1,0,0,4,1210,920,1994,0,"13440 NE 148th St","Woodinville","WA 98072","USA"
"3987",360000,3,1.5,1800,22000,2,0,0,3,1800,0,1931,0,"3714 S 128th St","Tukwila","WA 98168","USA"
"305",405000,3,2.25,1660,8307,1,0,0,4,1660,0,1961,2001,"605 N 178th St","Shoreline","WA 98133","USA"
"330",553650,2,2.5,1360,1349,2,0,0,3,1050,310,1997,0,"624 Lake Washington Blvd E","Seattle","WA 98112","USA"
"1723",687000,4,3.25,4400,186846,2,0,0,4,4400,0,1993,0,"28808 SE Mud Mountain Rd","Enumclaw","WA 98022","USA"
"4558",471500,4,3,2370,3672,1.5,0,0,5,1650,720,1916,0,"6811 16th Ave NE","Seattle","WA 98115","USA"
"2673",1200000,4,3.5,4170,9748,2,0,0,3,4170,0,2004,2003,"8264 154th Ave SE","Newcastle","WA 98059","USA"
"265",5e+05,2,1,1010,3885,1.5,0,0,4,1010,0,1906,1990,"331 22nd Ave E","Seattle","WA 98112","USA"
"788",451000,3,1.75,1560,4049,1.5,0,2,3,1000,560,1926,2003,"4042 34th Ave SW","Seattle","WA 98126","USA"
"255",535000,3,1.75,2720,149410,1.5,0,0,3,2720,0,1988,2000,"33331 NE Lake Joy Rd","Carnation","WA 98014","USA"
"4390",0,4,3.5,4210,10308,2,0,0,3,4210,0,2006,0,"2234 167th Ave SE","Bellevue","WA 98008","USA"
